1125	72	0.9142729540488836
1125	173	0.9043926897825207
1125	289	0.9028600433736993
1125	292	0.872978675026834
1125	89	0.8675139188288853
1125	227	0.8655613546196896
1125	917	0.8548059129230167
1125	154	0.8364161262395439
1125	207	0.8362034944329311
1125	288	0.7968554712357162
1125	199	0.7941783759416616
1125	190	0.7782736148009788
1125	1412	0.7764129374494497
1125	599	0.7641115857668708
1125	707	0.7629259202723137
1125	300	0.7461110215939578
1125	67	0.7308511296849192
1125	498	0.7305601620668734
1125	466	0.7296768740605278
1125	1098	0.7293282739774046
1125	706	0.7283284251469084
1125	344	0.7230734078421094
1125	65	0.7160281551779812
1125	486	0.7157251660698635
1125	228	0.693128080445661
1125	295	0.6899601763022511
1125	229	0.6837409866777518
1125	220	0.6745491243631595
1125	461	0.6733610785013607
1125	257	0.6722327986452982
1125	1090	0.6699208449161285
1125	198	0.6643763930393874
1125	333	0.6512754235676667
1125	377	0.6473399808488094
1125	55	0.6376782680787748
1125	701	0.6283181841955365
1125	234	0.6242697969498298
1125	533	0.6241845333916429
1125	704	0.6232881912799475
1125	157	0.5977211008729699
1125	903	0.5920872364128814
1125	325	0.5753784440441625
1125	291	0.5689939023821283
1125	475	0.5584808355373514
1125	349	0.5278004472095098
1125	298	0.5096889119110266
1125	302	0.5069633863703858
1125	306	0.5063165239595002
1125	328	0.4920340951098453
1125	329	0.46890529537391396
1973	72	0.8332596133749446
1973	173	0.8233793491085817
1973	289	0.8218467026997602
1973	292	0.791965334352895
1973	89	0.7865005781549462
1973	227	0.7845480139457506
1973	917	0.7737925722490776
1973	154	0.7554027855656048
1973	207	0.755190153758992
1973	288	0.7158421305617771
1973	199	0.7131650352677226
1973	190	0.6972602741270397
1973	1412	0.6953995967755107
1973	599	0.6830982450929317
1973	707	0.6819125795983746
1973	300	0.6650976809200188
1973	67	0.6498377890109801
1973	498	0.6495468213929343
1973	466	0.6486635333865888
1973	1098	0.6483149333034656
1973	706	0.6473150844729694
1973	344	0.6420600671681703
1973	486	0.6347118253959244
1973	7	0.6312000865432484
1973	228	0.6121147397717219
1973	295	0.6089468356283121
1973	229	0.6027276460038128
1973	220	0.5935357836892204
1973	461	0.5923477378274217
1973	1090	0.5889075042421894
1973	198	0.5833630523654484
1973	333	0.5702620828937276
1973	377	0.5663266401748703
1973	55	0.5566649274048358
1973	701	0.5473048435215975
1973	234	0.5432564562758907
1973	533	0.5431711927177039
1973	704	0.5422748506060086
1973	157	0.5167077601990309
1973	903	0.5110738957389424
1973	325	0.4943651033702235
1973	291	0.48798056170818926
1973	475	0.4774674948634123
1973	349	0.44678710653557074
1973	298	0.42867557123708755
1973	302	0.4259500456964468
1973	306	0.4253031832855611
1973	328	0.41102075443590624
1973	329	0.3878919546999749
1973	525	0.33703002736830456
353	72	0.7891824984793787
353	173	0.7793022342130158
353	289	0.7777695878041944
353	292	0.7478882194573291
353	89	0.7424234632593804
353	227	0.7404708990501847
353	917	0.7297154573535117
353	154	0.7113256706700389
